State,District,Year,Quater,Insurance_count,Insurance_amount
madhya-pradesh,datia district,2022,1,70,105969.0
madhya-pradesh,dewas district,2022,1,334,486386.0
madhya-pradesh,sheopur district,2022,1,44,52015.0
madhya-pradesh,neemuch district,2022,1,124,157703.0
madhya-pradesh,raisen district,2022,1,154,201672.0
madhya-pradesh,mandsaur district,2022,1,182,242949.0
madhya-pradesh,barwani district,2022,1,96,127556.0
madhya-pradesh,katni district,2022,1,175,267278.0
madhya-pradesh,dindori district,2022,1,71,102201.0
madhya-pradesh,shivpuri district,2022,1,112,186867.0
madhya-pradesh,gwalior district,2022,1,794,1131189.0
madhya-pradesh,anuppur district,2022,1,100,111962.0
madhya-pradesh,agar malwa district,2022,1,57,61142.0
madhya-pradesh,ashoknagar district,2022,1,49,72506.0
madhya-pradesh,sagar district,2022,1,278,464547.0
madhya-pradesh,niwari district,2022,1,35,49002.0
madhya-pradesh,rewa district,2022,1,311,438555.0
madhya-pradesh,shajapur district,2022,1,104,97944.0
madhya-pradesh,ujjain district,2022,1,541,675707.0
madhya-pradesh,bhind district,2022,1,132,248258.0
madhya-pradesh,tikamgarh district,2022,1,70,95935.0
madhya-pradesh,seoni district,2022,1,168,261658.0
madhya-pradesh,harda district,2022,1,77,140753.0
madhya-pradesh,burhanpur district,2022,1,69,138965.0
madhya-pradesh,damoh district,2022,1,73,64133.0
madhya-pradesh,bhopal district,2022,1,1432,2382094.0
madhya-pradesh,jhabua district,2022,1,94,159813.0
madhya-pradesh,dhar district,2022,1,304,411503.0
madhya-pradesh,guna district,2022,1,160,150229.0
madhya-pradesh,east nimar district,2022,1,129,180117.0
madhya-pradesh,chhindwara district,2022,1,333,633829.0
madhya-pradesh,umaria district,2022,1,59,75393.0
madhya-pradesh,mandla district,2022,1,81,113248.0
madhya-pradesh,indore district,2022,1,3338,4391052.0
madhya-pradesh,shahdol district,2022,1,159,225529.0
madhya-pradesh,ratlam district,2022,1,179,339619.0
madhya-pradesh,panna district,2022,1,61,85047.0
madhya-pradesh,chhatarpur district,2022,1,136,248515.0
madhya-pradesh,morena district,2022,2,177,303280.0
madhya-pradesh,alirajpur district,2022,2,59,81021.0
madhya-pradesh,sehore district,2022,2,188,213600.0
madhya-pradesh,rajgarh district,2022,2,164,264110.0
madhya-pradesh,khargone district,2022,2,219,255459.0
madhya-pradesh,satna district,2022,2,388,524950.0
madhya-pradesh,narsinghpur district,2022,2,126,192017.0
madhya-pradesh,jabalpur district,2022,2,676,1002513.0
madhya-pradesh,hoshangabad district,2022,2,242,306538.0
madhya-pradesh,vidisha district,2022,2,138,198594.0
madhya-pradesh,balaghat district,2022,2,208,308085.0
madhya-pradesh,singrauli district,2022,2,336,662156.0
madhya-pradesh,betul district,2022,2,264,378920.0
madhya-pradesh,sidhi district,2022,2,160,277853.0
madhya-pradesh,datia district,2022,2,58,89341.0
madhya-pradesh,dewas district,2022,2,352,461324.0
madhya-pradesh,sheopur district,2022,2,52,33216.0
madhya-pradesh,neemuch district,2022,2,129,194896.0
madhya-pradesh,raisen district,2022,2,185,231386.0
madhya-pradesh,mandsaur district,2022,2,197,240773.0
madhya-pradesh,barwani district,2022,2,129,174201.0
madhya-pradesh,katni district,2022,2,167,252497.0
madhya-pradesh,dindori district,2022,2,74,91921.0
madhya-pradesh,shivpuri district,2022,2,97,126849.0
madhya-pradesh,gwalior district,2022,2,888,1206830.0
madhya-pradesh,anuppur district,2022,2,86,138886.0
madhya-pradesh,agar malwa district,2022,2,62,85100.0
madhya-pradesh,ashoknagar district,2022,2,59,152302.0
madhya-pradesh,sagar district,2022,2,307,489137.0
madhya-pradesh,niwari district,2022,2,63,87429.0
madhya-pradesh,rewa district,2022,2,389,563082.0
madhya-pradesh,shajapur district,2022,2,141,161237.0
madhya-pradesh,ujjain district,2022,2,501,637321.0
madhya-pradesh,bhind district,2022,2,145,239082.0
madhya-pradesh,tikamgarh district,2022,2,73,102692.0
madhya-pradesh,seoni district,2022,2,174,314737.0
madhya-pradesh,harda district,2022,2,60,139774.0
madhya-pradesh,burhanpur district,2022,2,72,122862.0
madhya-pradesh,damoh district,2022,2,67,77665.0
madhya-pradesh,bhopal district,2022,2,1558,2101745.0
madhya-pradesh,jhabua district,2022,2,103,123388.0
madhya-pradesh,dhar district,2022,2,430,467154.0
madhya-pradesh,guna district,2022,2,173,161751.0
madhya-pradesh,east nimar district,2022,2,165,199610.0
madhya-pradesh,chhindwara district,2022,2,344,537424.0
madhya-pradesh,umaria district,2022,2,53,79549.0
madhya-pradesh,mandla district,2022,2,113,174057.0
madhya-pradesh,indore district,2022,2,3158,4107710.0
madhya-pradesh,shahdol district,2022,2,165,215269.0
madhya-pradesh,ratlam district,2022,2,250,293981.0
madhya-pradesh,panna district,2022,2,66,110365.0
madhya-pradesh,chhatarpur district,2022,2,179,203459.0
madhya-pradesh,morena district,2022,3,238,274536.0
madhya-pradesh,alirajpur district,2022,3,68,60968.0
madhya-pradesh,sehore district,2022,3,329,458455.0
madhya-pradesh,rajgarh district,2022,3,211,221612.0
madhya-pradesh,khargone district,2022,3,376,498355.0
madhya-pradesh,satna district,2022,3,484,593095.0
madhya-pradesh,narsinghpur district,2022,3,228,387800.0
madhya-pradesh,jabalpur district,2022,3,1193,1547332.0
madhya-pradesh,hoshangabad district,2022,3,279,432084.0
madhya-pradesh,vidisha district,2022,3,146,162346.0
madhya-pradesh,balaghat district,2022,3,324,400132.0
madhya-pradesh,singrauli district,2022,3,550,768082.0
madhya-pradesh,betul district,2022,3,390,477663.0
madhya-pradesh,sidhi district,2022,3,254,334550.0
madhya-pradesh,datia district,2022,3,125,177283.0
madhya-pradesh,dewas district,2022,3,549,773666.0
madhya-pradesh,sheopur district,2022,3,59,85139.0
madhya-pradesh,neemuch district,2022,3,184,309205.0
madhya-pradesh,raisen district,2022,3,265,334124.0
madhya-pradesh,mandsaur district,2022,3,299,390958.0
madhya-pradesh,barwani district,2022,3,184,247854.0
madhya-pradesh,katni district,2022,3,330,410756.0
madhya-pradesh,dindori district,2022,3,132,150203.0
madhya-pradesh,shivpuri district,2022,3,168,224706.0
madhya-pradesh,gwalior district,2022,3,1415,1706159.0
madhya-pradesh,anuppur district,2022,3,136,250516.0
madhya-pradesh,agar malwa district,2022,3,104,168652.0
madhya-pradesh,ashoknagar district,2022,3,78,94729.0
madhya-pradesh,sagar district,2022,3,488,600078.0
madhya-pradesh,niwari district,2022,3,65,124135.0
madhya-pradesh,rewa district,2022,3,596,753227.0
madhya-pradesh,shajapur district,2022,3,155,185322.0
madhya-pradesh,ujjain district,2022,3,715,922071.0
madhya-pradesh,bhind district,2022,3,161,210734.0
madhya-pradesh,tikamgarh district,2022,3,105,138452.0
madhya-pradesh,seoni district,2022,3,281,385270.0
madhya-pradesh,harda district,2022,3,147,178978.0
madhya-pradesh,burhanpur district,2022,3,119,140660.0
madhya-pradesh,damoh district,2022,3,147,121580.0
madhya-pradesh,bhopal district,2022,3,2666,3738867.0
madhya-pradesh,jhabua district,2022,3,209,223202.0
madhya-pradesh,dhar district,2022,3,640,783991.0
madhya-pradesh,guna district,2022,3,270,273489.0
madhya-pradesh,east nimar district,2022,3,191,256217.0
madhya-pradesh,chhindwara district,2022,3,555,773408.0
madhya-pradesh,umaria district,2022,3,78,93319.0
madhya-pradesh,mandla district,2022,3,195,190625.0
madhya-pradesh,indore district,2022,3,4843,5899749.0
madhya-pradesh,shahdol district,2022,3,239,304211.0
madhya-pradesh,ratlam district,2022,3,413,492984.0
madhya-pradesh,panna district,2022,3,112,161502.0
madhya-pradesh,chhatarpur district,2022,3,245,292087.0
madhya-pradesh,morena district,2022,4,303,495347.0
madhya-pradesh,alirajpur district,2022,4,83,91273.0
madhya-pradesh,sehore district,2022,4,372,632000.0
madhya-pradesh,rajgarh district,2022,4,263,364551.0
madhya-pradesh,khargone district,2022,4,440,673655.0
madhya-pradesh,satna district,2022,4,644,922924.0
madhya-pradesh,narsinghpur district,2022,4,234,410106.0
madhya-pradesh,jabalpur district,2022,4,1665,2299836.0
madhya-pradesh,hoshangabad district,2022,4,412,648308.0
madhya-pradesh,vidisha district,2022,4,220,338211.0
madhya-pradesh,balaghat district,2022,4,449,757655.0
madhya-pradesh,singrauli district,2022,4,697,1173189.0
madhya-pradesh,betul district,2022,4,532,659207.0
madhya-pradesh,sidhi district,2022,4,333,549030.0
madhya-pradesh,datia district,2022,4,112,268994.0
madhya-pradesh,dewas district,2022,4,688,1057408.0
madhya-pradesh,sheopur district,2022,4,85,144632.0
madhya-pradesh,neemuch district,2022,4,250,346814.0
madhya-pradesh,raisen district,2022,4,387,586488.0
madhya-pradesh,mandsaur district,2022,4,326,377750.0
madhya-pradesh,barwani district,2022,4,216,396299.0
madhya-pradesh,katni district,2022,4,374,571898.0
madhya-pradesh,dindori district,2022,4,176,257089.0
madhya-pradesh,shivpuri district,2022,4,248,315619.0
madhya-pradesh,gwalior district,2022,4,1685,2252079.0
madhya-pradesh,anuppur district,2022,4,218,343708.0
madhya-pradesh,agar malwa district,2022,4,105,182317.0
madhya-pradesh,ashoknagar district,2022,4,100,183248.0
madhya-pradesh,sagar district,2022,4,603,922139.0
madhya-pradesh,niwari district,2022,4,92,146884.0
madhya-pradesh,rewa district,2022,4,763,1104619.0
madhya-pradesh,shajapur district,2022,4,199,271310.0
madhya-pradesh,ujjain district,2022,4,984,1329724.0
madhya-pradesh,bhind district,2022,4,177,286988.0
madhya-pradesh,tikamgarh district,2022,4,118,191103.0
madhya-pradesh,seoni district,2022,4,367,593047.0
madhya-pradesh,harda district,2022,4,175,272235.0
madhya-pradesh,burhanpur district,2022,4,159,241985.0
madhya-pradesh,damoh district,2022,4,161,179171.0
madhya-pradesh,bhopal district,2022,4,3485,5566909.0
madhya-pradesh,jhabua district,2022,4,237,277733.0
madhya-pradesh,dhar district,2022,4,819,1072410.0
madhya-pradesh,guna district,2022,4,271,313711.0
madhya-pradesh,east nimar district,2022,4,289,374059.0
madhya-pradesh,chhindwara district,2022,4,668,1051247.0
madhya-pradesh,umaria district,2022,4,105,132739.0
madhya-pradesh,mandla district,2022,4,237,327030.0
madhya-pradesh,indore district,2022,4,6547,8985121.0
madhya-pradesh,shahdol district,2022,4,247,443552.0
madhya-pradesh,ratlam district,2022,4,466,643403.0
madhya-pradesh,panna district,2022,4,128,210609.0
madhya-pradesh,chhatarpur district,2022,4,320,475520.0
madhya-pradesh,morena district,2023,1,307,579593.0
madhya-pradesh,alirajpur district,2023,1,61,68947.0
madhya-pradesh,sehore district,2023,1,318,474348.0
madhya-pradesh,rajgarh district,2023,1,201,347544.0
madhya-pradesh,khargone district,2023,1,350,586282.0
madhya-pradesh,satna district,2023,1,661,1098544.0
madhya-pradesh,narsinghpur district,2023,1,202,461784.0
madhya-pradesh,jabalpur district,2023,1,1402,2452155.0
madhya-pradesh,hoshangabad district,2023,1,342,689904.0
madhya-pradesh,vidisha district,2023,1,187,320839.0
madhya-pradesh,balaghat district,2023,1,326,761932.0
madhya-pradesh,singrauli district,2023,1,556,991849.0
madhya-pradesh,betul district,2023,1,431,742025.0
madhya-pradesh,sidhi district,2023,1,260,486132.0
madhya-pradesh,datia district,2023,1,118,233457.0
madhya-pradesh,dewas district,2023,1,622,1005752.0
madhya-pradesh,sheopur district,2023,1,66,120022.0
madhya-pradesh,neemuch district,2023,1,202,334565.0
madhya-pradesh,raisen district,2023,1,289,591345.0
madhya-pradesh,mandsaur district,2023,1,260,444427.0
madhya-pradesh,barwani district,2023,1,156,378234.0
madhya-pradesh,katni district,2023,1,406,670953.0
madhya-pradesh,dindori district,2023,1,132,230968.0
madhya-pradesh,shivpuri district,2023,1,201,451244.0
madhya-pradesh,gwalior district,2023,1,1736,2695086.0
madhya-pradesh,anuppur district,2023,1,166,344501.0
madhya-pradesh,agar malwa district,2023,1,82,135373.0
madhya-pradesh,ashoknagar district,2023,1,71,224379.0
madhya-pradesh,sagar district,2023,1,548,1138365.0
madhya-pradesh,niwari district,2023,1,67,162987.0
madhya-pradesh,rewa district,2023,1,717,1186749.0
madhya-pradesh,shajapur district,2023,1,147,259916.0
madhya-pradesh,ujjain district,2023,1,794,1187404.0
madhya-pradesh,bhind district,2023,1,261,440688.0
madhya-pradesh,tikamgarh district,2023,1,120,191679.0
madhya-pradesh,seoni district,2023,1,292,599750.0
madhya-pradesh,harda district,2023,1,118,242091.0
madhya-pradesh,burhanpur district,2023,1,105,203610.0
madhya-pradesh,damoh district,2023,1,122,278971.0
madhya-pradesh,bhopal district,2023,1,3165,5789402.0
madhya-pradesh,jhabua district,2023,1,129,169256.0
madhya-pradesh,dhar district,2023,1,604,1027283.0
madhya-pradesh,guna district,2023,1,278,410178.0
madhya-pradesh,east nimar district,2023,1,238,388974.0
madhya-pradesh,chhindwara district,2023,1,577,1241862.0
madhya-pradesh,umaria district,2023,1,99,214349.0
madhya-pradesh,mandla district,2023,1,203,274135.0
madhya-pradesh,indore district,2023,1,6662,9887936.0
madhya-pradesh,shahdol district,2023,1,239,330936.0
madhya-pradesh,ratlam district,2023,1,383,761091.0
madhya-pradesh,panna district,2023,1,149,318816.0
madhya-pradesh,chhatarpur district,2023,1,265,507067.0
madhya-pradesh,morena district,2023,2,362,498283.0
madhya-pradesh,alirajpur district,2023,2,79,101455.0
madhya-pradesh,sehore district,2023,2,290,534090.0
madhya-pradesh,rajgarh district,2023,2,232,465265.0
madhya-pradesh,khargone district,2023,2,358,528667.0
madhya-pradesh,satna district,2023,2,684,1054444.0
madhya-pradesh,narsinghpur district,2023,2,239,387170.0
madhya-pradesh,jabalpur district,2023,2,1365,2481121.0
madhya-pradesh,hoshangabad district,2023,2,420,718697.0
madhya-pradesh,vidisha district,2023,2,215,416005.0
madhya-pradesh,balaghat district,2023,2,364,650666.0
madhya-pradesh,singrauli district,2023,2,583,1053164.0
madhya-pradesh,betul district,2023,2,430,617996.0
madhya-pradesh,sidhi district,2023,2,276,567482.0
madhya-pradesh,datia district,2023,2,130,180389.0
madhya-pradesh,dewas district,2023,2,607,1018985.0
madhya-pradesh,sheopur district,2023,2,58,137039.0
madhya-pradesh,neemuch district,2023,2,218,347095.0
madhya-pradesh,raisen district,2023,2,273,617973.0
madhya-pradesh,mandsaur district,2023,2,274,381975.0
madhya-pradesh,barwani district,2023,2,181,294239.0
madhya-pradesh,katni district,2023,2,313,596762.0
madhya-pradesh,dindori district,2023,2,94,170604.0
madhya-pradesh,shivpuri district,2023,2,224,396500.0
madhya-pradesh,gwalior district,2023,2,1884,2604139.0
madhya-pradesh,anuppur district,2023,2,245,415276.0
madhya-pradesh,agar malwa district,2023,2,100,201416.0
madhya-pradesh,ashoknagar district,2023,2,103,253722.0
madhya-pradesh,sagar district,2023,2,550,868158.0
madhya-pradesh,niwari district,2023,2,63,130339.0
madhya-pradesh,rewa district,2023,2,710,1245605.0
madhya-pradesh,shajapur district,2023,2,175,303740.0
madhya-pradesh,ujjain district,2023,2,955,1561934.0
madhya-pradesh,bhind district,2023,2,266,456645.0
madhya-pradesh,tikamgarh district,2023,2,108,191350.0
madhya-pradesh,seoni district,2023,2,224,476642.0
madhya-pradesh,harda district,2023,2,105,201347.0
madhya-pradesh,burhanpur district,2023,2,109,227373.0
madhya-pradesh,damoh district,2023,2,194,272823.0
madhya-pradesh,bhopal district,2023,2,2915,5555218.0
madhya-pradesh,jhabua district,2023,2,135,248454.0
madhya-pradesh,dhar district,2023,2,663,914779.0
madhya-pradesh,guna district,2023,2,255,360423.0
madhya-pradesh,east nimar district,2023,2,279,407300.0
madhya-pradesh,chhindwara district,2023,2,693,1304073.0
madhya-pradesh,umaria district,2023,2,103,169767.0
madhya-pradesh,mandla district,2023,2,212,303849.0
madhya-pradesh,indore district,2023,2,6566,10108928.0
madhya-pradesh,shahdol district,2023,2,236,312876.0
madhya-pradesh,ratlam district,2023,2,454,778820.0
madhya-pradesh,panna district,2023,2,167,246254.0
madhya-pradesh,chhatarpur district,2023,2,289,534448.0
madhya-pradesh,morena district,2023,3,351,428881.0
madhya-pradesh,alirajpur district,2023,3,88,185148.0
madhya-pradesh,sehore district,2023,3,448,819074.0
madhya-pradesh,rajgarh district,2023,3,257,367678.0
madhya-pradesh,khargone district,2023,3,376,619882.0
madhya-pradesh,satna district,2023,3,682,1048846.0
madhya-pradesh,narsinghpur district,2023,3,238,439141.0
madhya-pradesh,jabalpur district,2023,3,1596,2667756.0
madhya-pradesh,hoshangabad district,2023,3,398,810481.0
madhya-pradesh,vidisha district,2023,3,269,489111.0
madhya-pradesh,balaghat district,2023,3,399,739112.0
madhya-pradesh,singrauli district,2023,3,786,1315955.0
madhya-pradesh,betul district,2023,3,444,628222.0
madhya-pradesh,sidhi district,2023,3,248,296190.0
madhya-pradesh,datia district,2023,3,144,232374.0
madhya-pradesh,dewas district,2023,3,641,1082104.0
madhya-pradesh,sheopur district,2023,3,88,194312.0
madhya-pradesh,neemuch district,2023,3,250,407496.0
madhya-pradesh,raisen district,2023,3,328,602318.0
madhya-pradesh,mandsaur district,2023,3,313,417610.0
madhya-pradesh,barwani district,2023,3,219,331867.0
madhya-pradesh,katni district,2023,3,431,574680.0
madhya-pradesh,dindori district,2023,3,116,228380.0
madhya-pradesh,shivpuri district,2023,3,249,338922.0
madhya-pradesh,gwalior district,2023,3,2069,2813452.0
madhya-pradesh,anuppur district,2023,3,248,392416.0
madhya-pradesh,agar malwa district,2023,3,100,193707.0
madhya-pradesh,ashoknagar district,2023,3,92,137168.0
madhya-pradesh,sagar district,2023,3,727,1199223.0
madhya-pradesh,niwari district,2023,3,87,207354.0
madhya-pradesh,rewa district,2023,3,789,1121774.0
madhya-pradesh,shajapur district,2023,3,236,420853.0
madhya-pradesh,ujjain district,2023,3,970,1468543.0
madhya-pradesh,bhind district,2023,3,244,424433.0
madhya-pradesh,tikamgarh district,2023,3,130,269606.0
madhya-pradesh,seoni district,2023,3,325,658463.0
madhya-pradesh,harda district,2023,3,158,320633.0
madhya-pradesh,burhanpur district,2023,3,127,216580.0
madhya-pradesh,damoh district,2023,3,159,247992.0
madhya-pradesh,bhopal district,2023,3,3313,6161923.0
madhya-pradesh,jhabua district,2023,3,226,280922.0
madhya-pradesh,dhar district,2023,3,737,1069689.0
madhya-pradesh,guna district,2023,3,315,380891.0
madhya-pradesh,east nimar district,2023,3,305,563893.0
madhya-pradesh,chhindwara district,2023,3,667,1068226.0
madhya-pradesh,umaria district,2023,3,105,124526.0
madhya-pradesh,mandla district,2023,3,231,294123.0
madhya-pradesh,indore district,2023,3,6387,9795734.0
madhya-pradesh,shahdol district,2023,3,278,458453.0
madhya-pradesh,ratlam district,2023,3,454,664200.0
madhya-pradesh,panna district,2023,3,136,215079.0
madhya-pradesh,chhatarpur district,2023,3,326,527952.0
madhya-pradesh,morena district,2023,4,526,906276.0
madhya-pradesh,alirajpur district,2023,4,154,182378.0
madhya-pradesh,sehore district,2023,4,567,1129072.0
madhya-pradesh,rajgarh district,2023,4,361,714349.0
madhya-pradesh,khargone district,2023,4,530,1045873.0
madhya-pradesh,satna district,2023,4,923,1467631.0
madhya-pradesh,narsinghpur district,2023,4,329,648993.0
madhya-pradesh,jabalpur district,2023,4,2097,3671676.0
madhya-pradesh,hoshangabad district,2023,4,647,1441739.0
madhya-pradesh,vidisha district,2023,4,375,809894.0
madhya-pradesh,balaghat district,2023,4,686,1454383.0
madhya-pradesh,singrauli district,2023,4,1059,1987863.0
madhya-pradesh,betul district,2023,4,619,1130790.0
madhya-pradesh,sidhi district,2023,4,427,650064.0
madhya-pradesh,datia district,2023,4,225,445724.0
madhya-pradesh,dewas district,2023,4,958,1883618.0
madhya-pradesh,sheopur district,2023,4,126,180662.0
madhya-pradesh,neemuch district,2023,4,312,573172.0
madhya-pradesh,raisen district,2023,4,497,943273.0
madhya-pradesh,mandsaur district,2023,4,431,831205.0
madhya-pradesh,barwani district,2023,4,253,434181.0
madhya-pradesh,katni district,2023,4,536,854784.0
madhya-pradesh,dindori district,2023,4,193,331566.0
madhya-pradesh,shivpuri district,2023,4,330,659873.0
madhya-pradesh,gwalior district,2023,4,2406,3696991.0
madhya-pradesh,anuppur district,2023,4,290,668067.0
madhya-pradesh,agar malwa district,2023,4,122,210914.0
madhya-pradesh,ashoknagar district,2023,4,144,246186.0
madhya-pradesh,sagar district,2023,4,994,1748842.0
madhya-pradesh,niwari district,2023,4,119,213765.0
madhya-pradesh,rewa district,2023,4,1230,2047419.0
madhya-pradesh,shajapur district,2023,4,282,456913.0
madhya-pradesh,ujjain district,2023,4,1426,2472234.0
madhya-pradesh,bhind district,2023,4,323,546974.0
madhya-pradesh,tikamgarh district,2023,4,219,378171.0
madhya-pradesh,seoni district,2023,4,420,950869.0
madhya-pradesh,harda district,2023,4,235,523270.0
madhya-pradesh,burhanpur district,2023,4,158,368777.0
madhya-pradesh,damoh district,2023,4,206,321504.0
madhya-pradesh,bhopal district,2023,4,4820,10356323.0
madhya-pradesh,jhabua district,2023,4,275,441978.0
madhya-pradesh,dhar district,2023,4,999,1572785.0
madhya-pradesh,guna district,2023,4,384,477469.0
madhya-pradesh,east nimar district,2023,4,410,703797.0
madhya-pradesh,chhindwara district,2023,4,907,2014856.0
madhya-pradesh,umaria district,2023,4,170,309937.0
madhya-pradesh,mandla district,2023,4,347,601390.0
madhya-pradesh,indore district,2023,4,8973,14811181.0
madhya-pradesh,shahdol district,2023,4,426,692352.0
madhya-pradesh,ratlam district,2023,4,587,1075099.0
madhya-pradesh,panna district,2023,4,235,464565.0
madhya-pradesh,chhatarpur district,2023,4,516,1049403.0
maharashtra,jalgaon district,2020,2,660,130587.0
maharashtra,latur district,2020,2,214,43226.0
maharashtra,thane district,2020,2,7559,1221018.0
maharashtra,bhandara district,2020,2,42,9409.0
maharashtra,nandurbar district,2020,2,90,19063.0
maharashtra,chandrapur district,2020,2,106,23845.0
maharashtra,kolhapur district,2020,2,394,81505.0
maharashtra,solapur district,2020,2,1152,212690.0
maharashtra,mumbai district,2020,2,1473,223485.0
maharashtra,sindhudurg district,2020,2,69,13628.0
maharashtra,dhule district,2020,2,220,43891.0
maharashtra,wardha district,2020,2,310,54715.0
maharashtra,parbhani district,2020,2,102,22615.0
maharashtra,mumbai suburban district,2020,2,5780,884439.0
maharashtra,hingoli district,2020,2,53,12003.0
maharashtra,ratnagiri district,2020,2,114,25679.0
maharashtra,nanded district,2020,2,280,56282.0
maharashtra,osmanabad district,2020,2,189,39852.0
maharashtra,nagpur district,2020,2,985,185202.0
maharashtra,buldhana district,2020,2,214,46340.0
maharashtra,nashik district,2020,2,2519,459865.0
maharashtra,akola district,2020,2,188,37514.0
maharashtra,yavatmal district,2020,2,134,28263.0
maharashtra,aurangabad district,2020,2,2844,496194.0
maharashtra,amravati district,2020,2,406,80646.0
maharashtra,washim district,2020,2,52,10989.0
maharashtra,sangli district,2020,2,250,53169.0
maharashtra,gadchiroli district,2020,2,41,8479.0
maharashtra,raigad district,2020,2,1695,296865.0
maharashtra,palghar district,2020,2,1483,259634.0
maharashtra,jalna district,2020,2,258,52193.0
maharashtra,gondia district,2020,2,53,10197.0
maharashtra,ahmednagar district,2020,2,646,134515.0
maharashtra,pune district,2020,2,8699,1482628.0
maharashtra,beed district,2020,2,172,39594.0
maharashtra,satara district,2020,2,390,79498.0
maharashtra,jalgaon district,2020,3,1884,565866.0
maharashtra,latur district,2020,3,1026,290757.0
maharashtra,thane district,2020,3,6951,1718946.0
maharashtra,bhandara district,2020,3,225,74839.0
maharashtra,nandurbar district,2020,3,322,104800.0
maharashtra,chandrapur district,2020,3,485,150929.0
maharashtra,kolhapur district,2020,3,2171,652181.0
maharashtra,solapur district,2020,3,3034,785356.0
maharashtra,mumbai district,2020,3,1179,298346.0
maharashtra,sindhudurg district,2020,3,177,57241.0
maharashtra,dhule district,2020,3,859,278785.0
maharashtra,wardha district,2020,3,249,77347.0
maharashtra,parbhani district,2020,3,772,233765.0
maharashtra,mumbai suburban district,2020,3,3674,902028.0
maharashtra,hingoli district,2020,3,273,75787.0
maharashtra,ratnagiri district,2020,3,361,124380.0
maharashtra,nanded district,2020,3,1349,398656.0
maharashtra,osmanabad district,2020,3,784,247052.0
maharashtra,nagpur district,2020,3,2721,792995.0
maharashtra,buldhana district,2020,3,821,231273.0
maharashtra,nashik district,2020,3,5564,1418697.0
maharashtra,akola district,2020,3,495,145429.0
maharashtra,yavatmal district,2020,3,482,143635.0
maharashtra,aurangabad district,2020,3,4125,982466.0
maharashtra,amravati district,2020,3,1228,365804.0
maharashtra,washim district,2020,3,288,81814.0
maharashtra,sangli district,2020,3,1256,418026.0
maharashtra,gadchiroli district,2020,3,125,37639.0
maharashtra,raigad district,2020,3,2368,617257.0
maharashtra,palghar district,2020,3,1654,447954.0
maharashtra,jalna district,2020,3,733,192245.0
maharashtra,gondia district,2020,3,218,69108.0
maharashtra,ahmednagar district,2020,3,3194,926591.0
maharashtra,pune district,2020,3,18176,4567561.0
maharashtra,beed district,2020,3,1029,310814.0
maharashtra,satara district,2020,3,1410,443787.0
maharashtra,jalgaon district,2020,4,1073,559354.0
maharashtra,latur district,2020,4,635,298377.0
maharashtra,thane district,2020,4,5939,4405413.0
maharashtra,bhandara district,2020,4,269,172609.0
maharashtra,nandurbar district,2020,4,223,161859.0
maharashtra,chandrapur district,2020,4,552,336821.0
maharashtra,kolhapur district,2020,4,994,517657.0
maharashtra,solapur district,2020,4,1313,596502.0
maharashtra,mumbai district,2020,4,1677,1248451.0
maharashtra,sindhudurg district,2020,4,184,168701.0
maharashtra,dhule district,2020,4,439,205770.0
maharashtra,wardha district,2020,4,191,118497.0
maharashtra,parbhani district,2020,4,415,179329.0
maharashtra,mumbai suburban district,2020,4,4631,3301120.0
maharashtra,hingoli district,2020,4,203,75953.0
maharashtra,ratnagiri district,2020,4,254,213201.0
maharashtra,nanded district,2020,4,731,336213.0
maharashtra,osmanabad district,2020,4,414,238644.0
maharashtra,nagpur district,2020,4,1994,1280886.0
maharashtra,buldhana district,2020,4,558,229992.0
maharashtra,nashik district,2020,4,2903,1492155.0
maharashtra,akola district,2020,4,283,103257.0
maharashtra,yavatmal district,2020,4,413,210547.0
maharashtra,aurangabad district,2020,4,1877,739598.0
maharashtra,amravati district,2020,4,752,355638.0
maharashtra,washim district,2020,4,183,78454.0
maharashtra,sangli district,2020,4,633,377052.0
maharashtra,gadchiroli district,2020,4,174,108088.0
maharashtra,raigad district,2020,4,1547,1308133.0
maharashtra,palghar district,2020,4,1117,856150.0
maharashtra,jalna district,2020,4,483,174924.0
maharashtra,gondia district,2020,4,226,133613.0
maharashtra,ahmednagar district,2020,4,1824,875154.0
maharashtra,pune district,2020,4,8211,4862704.0
maharashtra,beed district,2020,4,683,298018.0
maharashtra,satara district,2020,4,800,494980.0
maharashtra,jalgaon district,2021,1,1377,723970.0
maharashtra,latur district,2021,1,747,289468.0
maharashtra,thane district,2021,1,6971,4869909.0
maharashtra,bhandara district,2021,1,288,181068.0
maharashtra,nandurbar district,2021,1,352,253739.0
maharashtra,chandrapur district,2021,1,589,427217.0
maharashtra,kolhapur district,2021,1,1223,609900.0
maharashtra,solapur district,2021,1,1472,734242.0
maharashtra,mumbai district,2021,1,2166,1596945.0
maharashtra,sindhudurg district,2021,1,191,162532.0
maharashtra,dhule district,2021,1,621,289138.0
maharashtra,wardha district,2021,1,287,155399.0
maharashtra,parbhani district,2021,1,500,199164.0
maharashtra,mumbai suburban district,2021,1,5505,3893302.0
maharashtra,hingoli district,2021,1,223,91630.0
maharashtra,ratnagiri district,2021,1,317,263100.0
maharashtra,nanded district,2021,1,794,315124.0
maharashtra,osmanabad district,2021,1,393,170085.0
maharashtra,nagpur district,2021,1,3055,2060944.0
maharashtra,buldhana district,2021,1,784,379639.0
